name;year;price;place;liters;engine_type;transmission_type;drivetrain_type;mileage;car_is_new;normal_price;high_price;no_eval_price
Kia Rio; 2014;730000;Томск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;136 тыс. км;0;1;0;0
Kia Rio; 2001;75000;Малаховка;1.5 л (96 л.с.),;бензин,;механика,;передний;0;0;0;0;0
Kia Rio; 2018;1399000;Сыктывкар;1.6 л (123 л.с.),;бензин,;автомат,;передний,;74 тыс. км;0;0;0;1
Kia Rio; 2016;789000;Воронеж;1.4 л (107 л.с.),;бензин,;механика,;передний,;90 тыс. км;0;1;0;0
Kia Rio; 2019;1149000;Кемерово;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;77 тыс. км;0;1;0;0
Kia Rio; 2010;550000;Курган;1.4 л (95 л.с.),;бензин,;механика,;передний,;195 тыс. км;0;1;0;0
Kia Rio; 2018;1050000;Томск;1.4 л (100 л.с.),;бензин,;АКПП,;передний,;63 тыс. км;0;1;0;0
Kia Rio; 2018;1200000;Волжский;1.6 л (123 л.с.),;бензин,;механика,;передний,;83 тыс. км;0;1;0;0
Kia Rio; 2013;700000;Кемерово;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;184 тыс. км;0;1;0;0
Kia Rio; 2021;1665000;Барнаул;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;53 тыс. км;0;1;0;0
Kia Rio; 2018;1369000;Ростов-на-Дону;1.6 л,;бензин,;автомат,;передний,;90 тыс. км;0;0;0;1
Kia Rio; 2017;1170000;Киселёвск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;62 тыс. км;0;1;0;0
Kia Rio; 2017;1278000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;72 тыс. км;0;0;0;1
Kia Rio; 2016;847000;Барнаул;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;151 тыс. км;0;0;0;0
Kia Rio; 2014;795000;Ярославль;1.6 л (123 л.с.),;бензин,;механика,;передний,;148 тыс. км;0;1;0;0
Kia Rio; 2012;600000;Горно-Алтайск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;0;0;0
Kia Rio; 2018;1297000;Ростов-на-Дону;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;66 тыс. км;0;1;0;0
Kia Rio; 2012;620000;Кропоткин;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;180 тыс. км;0;1;0;0
Kia Rio; 2013;645600;Магнитогорск;1.6 л (123 л.с.),;бензин,;механика,;передний,;269 тыс. км;0;1;0;0
Kia Rio; 2019;1120000;Нижневартовск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;128 тыс. км;0;1;0;0
Kia Rio; 2019;1190000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;42 тыс. км;0;1;0;0
Kia Rio; 2017;765000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;92 тыс. км;0;0;0;0
Kia Rio; 2014;830000;Топки;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;165 тыс. км;0;1;0;0
Kia Rio; 2012;730000;Волгоград;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;158 тыс. км;0;0;1;0
Kia Rio; 2017;1010000;Усолье-Сибирское;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;77 тыс. км;0;0;0;0
Kia Rio; 2021;1600000;Барнаул;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;69 тыс. км;0;1;0;0
Kia Rio; 2021;1745900;Томск;1.4 л (100 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Rio; 2009;579999;Абакан;1.4 л (95 л.с.),;бензин,;АКПП,;передний,;165 тыс. км;0;1;0;0
Kia Rio; 2016;750000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;214 тыс. км;0;1;0;0
Kia Rio; 2013;785000;Тюмень;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;128 тыс. км;0;1;0;0
Kia Rio; 2012;635000;Екатеринбург;1.6 л (123 л.с.),;бензин,;механика,;передний,;260 тыс. км;0;1;0;0
Kia Rio; 2016;992000;Набережные Челны;1.6 л (123 л.с.),;бензин,;механика,;передний,;121 тыс. км;0;0;0;1
Kia Rio; 2014;740000;Новосибирск;1.4 л (107 л.с.),;бензин,;механика,;передний,;66 тыс. км;0;1;0;0
Kia Rio; 2018;1250000;Сочи;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;146 тыс. км;0;0;1;0
Kia Rio; 2009;460000;Курск;1.4 л (95 л.с.),;бензин,;механика,;передний,;81 тыс. км;0;0;0;0
Kia Rio; 2017;799000;Новокузнецк;1.6 л (123 л.с.),;бензин,;механика,;передний,;83 тыс. км;0;0;0;0
Kia Rio; 2017;730000;Омск;1.6 л (123 л.с.),;бензин,;механика,;передний,;126 тыс. км;0;0;0;0
Kia Rio; 2010;540000;Выселки;1.4 л (95 л.с.),;бензин,;механика,;передний,;233 тыс. км;0;1;0;0
Kia Rio; 2019;1270000;Пенза;1.6 л (123 л.с.),;бензин,;механика,;передний,;24 тыс. км;0;1;0;0
Kia Rio; 2019;1250000;Подольск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;140 тыс. км;0;1;0;0
Kia Rio; 2012;589000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;154 тыс. км;0;1;0;0
Kia Rio; 2015;790000;Тюмень;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;85 тыс. км;0;1;0;0
Kia Rio; 2011;567000;Екатеринбург;1.4 л (95 л.с.),;бензин,;АКПП,;передний,;201 тыс. км;0;1;0;0
Kia Rio; 2015;859000;Омск;1.6 л (123 л.с.),;бензин,;механика,;передний,;82 тыс. км;0;1;0;0
Kia Rio; 2021;1799990;Нижний Новгород;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;17 тыс. км;0;1;0;0
Kia Rio; 2021;1486142;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;20 тыс. км;0;1;0;0
Kia Rio; 2016;837000;Набережные Челны;1.4 л (107 л.с.),;бензин,;механика,;передний,;76 тыс. км;0;1;0;0
Kia Rio; 2012;600000;Самара;1.4 л (107 л.с.),;бензин,;механика,;передний,;102 тыс. км;0;1;0;0
Kia Rio; 2012;749000;Астрахань;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;173 тыс. км;0;0;1;0
Kia Rio; 2021;1600000;Якутск;1.6 л (123 л.с.),;бензин,;механика,;передний,;< 1 тыс. км;0;1;0;0
Kia Rio; 2017;1250000;Пермь;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;82 тыс. км;0;0;0;1
Kia Rio; 2015;928000;Казань;1.6 л (123 л.с.),;бензин,;механика,;передний,;112 тыс. км;0;1;0;0
Kia Rio; 2015;620000;Иркутск;1.4 л (107 л.с.),;бензин,;механика,;передний,;140 тыс. км;0;0;0;0
Kia Rio; 2011;515000;Томск;1.4 л (95 л.с.),;бензин,;механика,;передний,;138 тыс. км;0;1;0;0
Kia Rio; 2017;1010000;Магнитогорск;1.6 л (123 л.с.),;бензин,;механика,;передний,;145 тыс. км;0;1;0;0
Kia Rio; 2019;1050000;Новокузнецк;1.6 л (123 л.с.),;бензин,;механика,;передний,;62 тыс. км;0;0;0;0
Kia Rio; 2021;1620000;Астрахань;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;24 тыс. км;0;1;0;0
Kia Rio; 2016;885500;Ярославль;1.6 л (123 л.с.),;бензин,;механика,;передний,;48 тыс. км;0;1;0;0
Kia Rio; 2012;617000;Челябинск;1.4 л (107 л.с.),;бензин,;механика,;передний,;84 тыс. км;0;1;0;0
Kia Rio; 2016;700000;Салехард;1.4 л (107 л.с.),;бензин,;механика,;передний,;< 1 тыс. км;0;0;0;0
Kia Rio; 2011;600000;Новосибирск;1.4 л (95 л.с.),;бензин,;механика,;передний,;277 тыс. км;0;0;1;0
Kia Rio; 2021;1394999;Кемерово;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;22 тыс. км;0;0;0;0
Kia Rio; 2011;695000;Барнаул;1.4 л (107 л.с.),;бензин,;механика,;передний,;67 тыс. км;0;1;0;0
Kia Rio; 2021;1845000;Иркутск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;17 тыс. км;0;1;0;0
Kia Rio; 2022;2029900;Новосибирск;1.6 л (123 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Rio; 2013;800000;Павлово;1.4 л (107 л.с.),;бензин,;механика,;передний,;94 тыс. км;0;1;0;0
Kia Rio; 2022;1850000;Томск;1.6 л (123 л.с.),;бензин,;АКПП,;передний;0;0;0;0;0
Kia Rio; 2020;1259999;Кемерово;1.6 л (123 л.с.),;бензин,;механика,;передний,;47 тыс. км;0;0;0;0
Kia Rio; 2021;1330000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;41 тыс. км;0;0;0;0
Kia Rio; 2016;870000;Братск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;80 тыс. км;0;0;0;1
Kia Rio; 2017;1200000;Новый Уренгой;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;124 тыс. км;0;0;1;0
Kia Rio; 2010;499999;Абакан;1.4 л (95 л.с.),;бензин,;механика,;передний,;200 тыс. км;0;1;0;0
Kia Rio; 2021;1750000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;32 тыс. км;0;1;0;0
Kia Rio; 2021;1920000;Ростов-на-Дону;1.4 л,;бензин,;автомат,;передний,;22 тыс. км;0;0;0;1
Kia Rio; 2020;1300000;Нижний Новгород;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;138 тыс. км;0;1;0;0
Kia Rio; 2019;1247000;Барнаул;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;36 тыс. км;0;1;0;0
Kia Rio; 2011;764000;Вологда;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;99 тыс. км;0;1;0;0
Kia Rio; 2009;420800;Москва;1.4 л (97 л.с.),;бензин,;АКПП,;передний,;260 тыс. км;0;0;0;0
Kia Rio; 2015;799000;Ижевск;1.4 л (107 л.с.),;бензин,;механика,;передний,;106 тыс. км;0;1;0;0
Kia Rio; 2017;1277000;Воронеж;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;48 тыс. км;0;0;0;1
Kia Rio; 2020;1300000;Волгоград;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;82 тыс. км;0;1;0;0
Kia Rio; 2020;1245000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;76 тыс. км;0;1;0;0
Kia Rio; 2020;1385450;Сургут;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;54 тыс. км;0;1;0;0
Kia Rio; 2019;1231000;Екатеринбург;1.6 л (123 л.с.),;бензин,;механика,;передний,;69 тыс. км;0;1;0;0
Kia Rio; 2012;600000;Ярославль;1.6 л (123 л.с.),;бензин,;механика,;передний,;319 тыс. км;0;1;0;0
Kia Rio; 2016;839900;Самара;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;153 тыс. км;0;0;0;1
Kia Rio; 2018;814000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;200 тыс. км;0;0;0;0
Kia Rio; 2016;1155000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;51 тыс. км;0;0;0;1
Kia Rio; 2013;616000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;176 тыс. км;0;1;0;0
Kia Rio; 2016;842000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;91 тыс. км;0;1;0;0
Kia Rio; 2017;920000;Кызыл;1.6 л (123 л.с.),;бензин,;механика,;передний,;132 тыс. км;0;0;0;1
Kia Rio; 2011;625000;Воронеж;1.6 л (123 л.с.),;бензин,;механика,;передний,;145 тыс. км;0;1;0;0
Kia Rio; 2016;649000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;265 тыс. км;0;0;0;1
Kia Rio; 2015;927000;Челябинск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;100 тыс. км;0;1;0;0
Kia Rio; 2018;1460000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;45 тыс. км;0;0;0;1
Kia Rio; 2019;1430000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;автомат,;передний,;123 тыс. км;0;0;0;1
Kia Rio; 2019;1350000;Томск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;43 тыс. км;0;1;0;0
Kia Rio; 2014;787000;Асбест;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;158 тыс. км;0;1;0;0
Kia Rio; 2012;630000;Тобольск;1.6 л (123 л.с.),;бензин,;механика,;передний,;260 тыс. км;0;1;0;0
Kia Rio; 2016;720000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;107 тыс. км;0;0;0;0
Kia Rio; 2020;1200000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;81 тыс. км;0;1;0;0
Kia Rio; 2020;1397770;Самара;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;46 тыс. км;0;1;0;0
Kia Rio; 2018;950000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;129 тыс. км;0;1;0;0
Kia Rio; 2000;150000;Бор;1.3 л (84 л.с.),;бензин,;механика,;передний,;320 тыс. км;0;0;0;1
Kia Rio; 2014;700000;Волжский;1.6 л (123 л.с.),;бензин,;механика,;передний,;163 тыс. км;0;1;0;0
Kia Rio; 2004;349000;Уфа;1.5 л (97 л.с.),;бензин,;АКПП,;передний,;255 тыс. км;0;0;1;0
Kia Rio; 2019;1200000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;183 тыс. км;0;0;0;0
Kia Rio; 2015;630000;Темрюк;1.4 л (107 л.с.),;бензин,;механика,;передний,;155 тыс. км;0;1;0;0
Kia Rio; 2013;670000;Абакан;1.4 л (107 л.с.),;бензин,;механика,;передний,;115 тыс. км;0;1;0;0
Kia Rio; 2015;740000;Новый Уренгой;1.4 л (107 л.с.),;бензин,;механика,;передний,;162 тыс. км;0;1;0;0
Kia Rio; 2013;706000;Москва;1.6 л (123 л.с.),;бензин,;механика,;передний,;79 тыс. км;0;1;0;0
Kia Rio; 2016;820000;Иркутск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;96 тыс. км;0;1;0;0
Kia Rio; 2016;830000;Таганрог;1.6 л (123 л.с.),;бензин,;механика,;передний,;145 тыс. км;0;1;0;0
Kia Rio; 2018;1150000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;75 тыс. км;0;1;0;0
Kia Rio; 2012;650000;Белово;1.4 л (107 л.с.),;бензин,;механика,;передний,;173 тыс. км;0;1;0;0
Kia Rio; 2011;560000;Ленино;1.4 л (107 л.с.),;бензин,;механика,;передний,;196 тыс. км;0;1;0;0
Kia Rio; 2018;1300000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;84 тыс. км;0;0;1;0
Kia Rio; 2019;1280000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;110 тыс. км;0;0;0;1
Kia Rio; 2019;1121000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;102 тыс. км;0;0;0;1
Kia Rio; 2015;950000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;57 тыс. км;0;1;0;0
Kia Rio; 2015;774284;Казань;1.4 л (107 л.с.),;бензин,;механика,;передний,;144 тыс. км;0;1;0;0
Kia Rio; 2015;825000;Красноярск;1.4 л (107 л.с.),;бензин,;механика,;передний,;39 тыс. км;0;1;0;0
Kia Rio; 2016;829000;Екатеринбург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;123 тыс. км;0;1;0;0
Kia Rio; 2015;649900;Самара;1.4 л (107 л.с.),;бензин,;механика,;передний,;131 тыс. км;0;0;0;0
Kia Rio; 2014;710000;Ярцево;1.4 л (107 л.с.),;бензин,;механика,;передний,;87 тыс. км;0;1;0;0
Kia Rio; 2015;900000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;122 тыс. км;0;1;0;0
Kia Rio; 2020;1400000;Хабаровск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;36 тыс. км;0;1;0;0
Kia Rio; 2014;600000;Казань;1.4 л (107 л.с.),;бензин,;механика,;передний,;163 тыс. км;0;0;0;0
Kia Rio; 2022;1861300;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Rio; 2022;2038020;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Rio; 2017;1100000;Иркутск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;95 тыс. км;0;1;0;0
Kia Rio; 2015;835000;Энгельс;1.6 л (123 л.с.),;бензин,;механика,;передний,;88 тыс. км;0;1;0;0
Kia Rio; 2018;1200000;Саянск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;60 тыс. км;0;1;0;0
Kia Rio; 2010;430000;Томск;1.4 л (95 л.с.),;бензин,;механика,;передний,;191 тыс. км;0;0;0;0
Kia Rio; 2019;1300000;Юрга;1.6 л (123 л.с.),;бензин,;механика,;передний,;70 тыс. км;0;1;0;0
Kia Rio; 2005;350000;Самара;1.4 л (97 л.с.),;бензин,;автомат,;передний,;153 тыс. км;0;0;0;1
Kia Rio; 2021;1365000;Нижний Новгород;1.6 л,;бензин,;механика,;передний,;114 тыс. км;0;0;0;1
Kia Rio; 2021;1595000;Ставрополь;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;43 тыс. км;0;1;0;0
Kia Rio; 2013;695000;Нижний Новгород;1.6 л,;бензин,;механика,;передний,;121 тыс. км;0;0;0;1
Kia Rio; 2013;720000;Сургут;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;147 тыс. км;0;1;0;0
Kia Rio; 2002;190000;Киров;1.5 л (96 л.с.),;бензин,;механика,;передний,;306 тыс. км;0;1;0;0
Kia Rio; 2019;1399999;Барнаул;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;75 тыс. км;0;0;1;0
Kia Rio; 2014;895000;Казань;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;96 тыс. км;0;1;0;0
Kia Rio; 2019;1305000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;102 тыс. км;0;0;0;1
Kia Rio; 2019;1250000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;107 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;102 тыс. км,;0;0;0;1
Kia Rio; 2019;1250000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;112 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;108 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;108 тыс. км,;0;0;0;1
Kia Rio; 2019;1250000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;110 тыс. км,;0;0;0;1
Kia Rio; 2019;1250000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;107 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;101 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;107 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;103 тыс. км,;0;0;0;1
Kia Rio; 2019;1350000;Москва;1.4 л (100 л.с.),;бензин,;автомат,;передний,;106 тыс. км,;0;0;0;1
Kia Rio; 2015;820000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;158 тыс. км;0;1;0;0
Kia Rio; 2012;699000;Волгоград;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;206 тыс. км;0;1;0;0
Kia Rio; 2011;565000;Бахчисарай;1.4 л (97 л.с.),;бензин,;механика,;передний,;133 тыс. км;0;1;0;0
Kia Rio; 2017;1075000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;87 тыс. км;0;1;0;0
Kia Rio; 2010;450000;Санкт-Петербург;1.4 л (97 л.с.),;бензин,;механика,;передний,;162 тыс. км;0;0;0;1
Kia Rio; 2018;1272000;Тольятти;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;107 тыс. км;0;0;1;0
Kia Rio; 2018;1260000;Чебоксары;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;66 тыс. км;0;1;0;0
Kia Rio; 2014;760000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;167 тыс. км;0;1;0;0
Kia Rio; 2017;689000;Новомосковск;1.6 л (123 л.с.),;бензин,;механика,;передний,;175 тыс. км;0;0;0;0
Kia Rio; 2010;600000;Москва;1.4 л (95 л.с.),;бензин,;механика,;передний,;169 тыс. км;0;1;0;0
Kia Rio; 2011;517000;Томск;1.4 л (95 л.с.),;бензин,;механика,;передний,;86 тыс. км;0;1;0;0
Kia Rio; 2020;1454000;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;60 тыс. км;0;1;0;0
Kia Rio; 2012;777000;Волгоград;1.4 л (107 л.с.),;бензин,;механика,;передний,;84 тыс. км;0;0;1;0
Kia Rio; 2013;690000;Владимир;1.6 л (123 л.с.),;бензин,;механика,;передний,;155 тыс. км;0;1;0;0
Kia Rio; 2021;1525000;Казань;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;76 тыс. км;0;1;0;0
Kia Rio; 2012;640000;Сургут;1.6 л (123 л.с.),;бензин,;механика,;передний,;173 тыс. км;0;1;0;0
Kia Rio; 2014;890000;Минусинск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;74 тыс. км;0;1;0;0
Kia Rio; 2016;537000;Троицк;1.4 л (107 л.с.),;бензин,;АКПП,;передний,;95 тыс. км;0;0;0;0
Kia Rio; 2013;675000;Екатеринбург;1.6 л (123 л.с.),;бензин,;механика,;передний,;139 тыс. км;0;1;0;0
Kia Rio; 2020;1490000;Томск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;43 тыс. км;0;1;0;0
Kia Rio; 2014;800000;Самара;1.4 л (107 л.с.),;бензин,;АКПП,;передний,;91 тыс. км;0;1;0;0
Kia Rio; 2016;839000;Москва;1.4 л (107 л.с.),;бензин,;механика,;передний,;70 тыс. км;0;1;0;0
Kia Rio; 2019;1350000;Москва;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;87 тыс. км;0;1;0;0
Kia Rio; 2015;759000;Екатеринбург;1.4 л (107 л.с.),;бензин,;АКПП,;передний,;196 тыс. км;0;0;1;0
Kia Rio; 2015;809000;Екатеринбург;1.4 л (107 л.с.),;бензин,;механика,;передний,;77 тыс. км;0;1;0;0
Kia Rio; 2010;537000;Тюмень;1.4 л (95 л.с.),;бензин,;АКПП,;передний,;143 тыс. км;0;1;0;0
Kia Rio; 2011;649000;Коломна;1.4 л (95 л.с.),;бензин,;АКПП,;передний,;135 тыс. км;0;0;1;0
Kia Rio; 2017;1200000;Лесосибирск;1.6 л (123 л.с.),;бензин,;механика,;передний,;28 тыс. км;0;1;0;0
Kia Rio; 2020;1399777;Санкт-Петербург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;33 тыс. км;0;1;0;0
Kia Rio; 2021;1550000;Челябинск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;28 тыс. км;0;1;0;0
Kia Rio; 2019;1130000;Екатеринбург;1.4 л (100 л.с.),;бензин,;механика,;передний,;33 тыс. км;0;1;0;0
Kia Rio; 2014;750000;Ханты-Мансийск;1.6 л (123 л.с.),;бензин,;механика,;передний,;116 тыс. км;0;1;0;0
Kia Rio; 2011;635000;Иваново;1.4 л (107 л.с.),;бензин,;механика,;передний,;137 тыс. км;0;1;0;0
Kia Rio; 2012;650000;Яблоновский;1.6 л (123 л.с.),;бензин,;механика,;передний,;218 тыс. км;0;1;0;0
Kia Rio; 2012;695000;Канск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;95 тыс. км;0;1;0;0
Kia Rio; 2016;970000;Тюмень;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;175 тыс. км;0;0;1;0
Kia Rio; 2018;1250000;Красноярск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;83 тыс. км;0;1;0;0
Kia Rio; 2011;575000;Ставрополь;1.4 л (95 л.с.),;бензин,;механика,;передний,;160 тыс. км;0;1;0;0
Kia Rio; 2020;1580000;Пятигорск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;42 тыс. км;0;1;0;0
Kia Rio; 2017;930000;Краснодар;1.6 л (123 л.с.),;бензин,;АКПП,;передний;0;0;1;0;0
Kia Rio; 2017;1029990;Нижний Новгород;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;107 тыс. км;0;0;0;1
Kia Rio; 2012;689990;Нижний Новгород;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;175 тыс. км;0;1;0;0
Kia Rio; 2014;250000;Красноярск;1.4 л (107 л.с.),;бензин,;механика,;передний,;228 тыс. км;0;0;0;0
Kia Rio; 2018;930000;Сосновоборск;1.4 л (100 л.с.),;бензин,;АКПП,;передний,;170 тыс. км;0;1;0;0
Kia Rio; 2021;1700000;Симферополь;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;15 тыс. км;0;1;0;0
Kia Rio; 2013;730000;Астрахань;1.4 л (107 л.с.),;бензин,;АКПП,;передний,;144 тыс. км;0;1;0;0
Kia Rio; 2017;1129000;Сургут;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;73 тыс. км;0;0;0;1
Kia Rio; 2014;845000;Екатеринбург;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;134 тыс. км;0;1;0;0
Kia Rio; 2017;920000;Сочи;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;90 тыс. км;0;0;0;0
Kia Rio; 2012;700000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;170 тыс. км;0;1;0;0
Kia Rio; 2021;1760000;Красноярск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;39 тыс. км;0;1;0;0
Kia Rio; 2017;870000;Липецк;1.6 л (123 л.с.),;бензин,;механика,;передний,;120 тыс. км;0;1;0;0
Kia Rio; 2013;727000;Чебоксары;1.4 л (107 л.с.),;бензин,;АКПП,;передний,;153 тыс. км;0;1;0;0
Kia Rio; 2015;650000;Пойковский;1.6 л (123 л.с.),;бензин,;механика,;передний,;139 тыс. км;0;0;0;0
Kia Rio; 2021;1850000;Стерлитамак;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;19 тыс. км;0;1;0;0
Kia Rio; 2016;800000;Екатеринбург;1.6 л (123 л.с.),;бензин,;механика,;передний,;160 тыс. км;0;1;0;0
Kia Rio; 2021;1881000;Черногорск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;2 тыс. км;0;1;0;0
Kia Rio; 2019;1450000;Новосибирск;1.6 л (123 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;0;1;0
Kia Rio; 2022;1780000;Барнаул;1.6 л (123 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Rio; 2016;677860;Екатеринбург;1.4 л (107 л.с.),;бензин,;механика,;передний,;108 тыс. км;0;0;0;0
Kia Rio; 2011;489000;Берёзовский;1.4 л (95 л.с.),;бензин,;АКПП,;передний,;146 тыс. км;0;0;0;0
Kia Rio; 2019;1150000;Анжеро-Судженск;1.4 л (100 л.с.),;бензин,;механика,;передний,;45 тыс. км;0;1;0;0
