name;year;price;place;liters;engine_type;transmission_type;drivetrain_type;mileage;car_is_new;normal_price;high_price;no_eval_price
Kia Cerato; 2021;2099000;Минеральные Воды;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;52 тыс. км;0;1;0;0
Kia Cerato; 2019;1690000;Минеральные Воды;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;83 тыс. км;0;1;0;0
Kia Cerato; 2021;2200000;Самара;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;15 тыс. км;0;1;0;0
Kia Cerato; 2020;1810000;Чебоксары;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;48 тыс. км;0;0;0;1
Kia Cerato; 2021;2015500;Краснодар;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;12 тыс. км;0;1;0;0
Kia Cerato; 2019;1550000;Калининград;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;50 тыс. км;0;0;1;0
Kia Cerato; 2020;1839000;Воронеж;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;44 тыс. км;0;0;0;1
Kia Cerato; 2018;1385000;Краснодар;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;124 тыс. км;0;1;0;0
Kia Cerato; 2014;920000;Оренбург;1.6 л (130 л.с.),;бензин,;механика,;передний,;128 тыс. км;0;1;0;0
Kia Cerato; 2011;720000;Черногорск;1.6 л (126 л.с.),;бензин,;механика,;передний,;207 тыс. км;0;1;0;0
Kia Cerato; 2014;990000;Новосибирск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;104 тыс. км;0;1;0;0
Kia Cerato; 2012;729999;Кемерово;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;205 тыс. км;0;1;0;0
Kia Cerato; 2011;680000;Челябинск;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;185 тыс. км;0;1;0;0
Kia Cerato; 2014;950000;Москва;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;135 тыс. км;0;1;0;0
Kia Cerato; 2018;1499000;Арзамас;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;79 тыс. км;0;1;0;0
Kia Cerato; 2018;1259000;Сургут;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;43 тыс. км;0;0;0;1
Kia Cerato; 2018;1295000;Кемерово;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;118 тыс. км;0;1;0;0
Kia Cerato; 2021;2999000;Сургут;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;0;1;0
Kia Cerato; 2012;350000;Краснодар;1.6 л (126 л.с.),;бензин,;механика,;передний,;200 тыс. км;0;0;0;0
Kia Cerato; 2017;1300000;Красногвардейское;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;130 тыс. км;0;1;0;0
Kia Cerato; 2021;3000000;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;0;1;0
Kia Cerato; 2019;1400000;Ростов-на-Дону;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;120 тыс. км;0;1;0;0
Kia Cerato; 2021;1940000;Новый Уренгой;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;34 тыс. км;0;1;0;0
Kia Cerato; 2022;2760000;Екатеринбург;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;3 тыс. км;0;1;0;0
Kia Cerato; 2021;2100000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;16 тыс. км;0;1;0;0
Kia Cerato; 2006;470000;Барнаул;2.0 л (143 л.с.),;бензин,;АКПП,;передний,;303 тыс. км;0;0;1;0
Kia Cerato; 2019;1700000;Челябинск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;31 тыс. км;0;0;1;0
Kia Cerato; 2019;1329000;Омск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;43 тыс. км;0;1;0;0
Kia Cerato; 2019;1469000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;69 тыс. км;0;0;0;0
Kia Cerato; 2011;679000;Кемерово;1.6 л (126 л.с.),;бензин,;механика,;передний,;137 тыс. км;0;1;0;0
Kia Cerato; 2011;710000;Барнаул;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;168 тыс. км;0;1;0;0
Kia Cerato; 2010;530000;Анжеро-Судженск;1.6 л (126 л.с.),;бензин,;механика,;передний,;202 тыс. км;0;0;0;0
Kia Cerato; 2021;2199000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;3 тыс. км;0;1;0;0
Kia Cerato; 2021;2119000;Кемерово;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;5 тыс. км;0;1;0;0
Kia Cerato; 2016;1199000;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;96 тыс. км;0;1;0;0
Kia Cerato; 2014;1000000;Прокопьевск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;201 тыс. км;0;1;0;0
Kia Cerato; 2022;2635000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2635000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2019;1650000;Краснодар;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;16 тыс. км;0;1;0;0
Kia Cerato; 2020;2065000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;49 тыс. км;0;1;0;0
Kia Cerato; 2014;1150000;Манаскент;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;177 тыс. км;0;0;1;0
Kia Cerato; 2013;950000;Выборг;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;184 тыс. км;0;1;0;0
Kia Cerato; 2011;599000;Москва;1.6 л (126 л.с.),;бензин,;механика,;передний,;293 тыс. км;0;0;0;0
Kia Cerato; 2020;1575000;Санкт-Петербург;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;49 тыс. км;0;1;0;0
Kia Cerato; 2022;2230000;Барнаул;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;0;0;0;0
Kia Cerato; 2018;1400000;Тюмень;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;84 тыс. км;0;1;0;0
Kia Cerato; 2013;740000;Братск;1.6 л (126 л.с.),;бензин,;механика,;передний,;130 тыс. км;0;1;0;0
Kia Cerato; 2006;265000;Москва;1.6 л (105 л.с.),;бензин,;механика,;передний,;212 тыс. км;0;0;0;1
Kia Cerato; 2020;2090000;Екатеринбург;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;32 тыс. км;0;0;1;0
Kia Cerato; 2017;1399000;Краснодар;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;157 тыс. км;0;0;1;0
Kia Cerato; 2013;967000;Красноярск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;150 тыс. км;0;0;1;0
Kia Cerato; 2021;1950000;Тюмень;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;31 тыс. км;0;1;0;0
Kia Cerato; 2011;550000;Владикавказ;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;204 тыс. км;0;0;0;0
Kia Cerato; 2021;2699807;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;13 тыс. км;0;0;1;0
Kia Cerato; 2017;955000;Анапа;1.6 л (130 л.с.),;бензин,;механика,;передний,;145 тыс. км;0;0;0;0
Kia Cerato; 2018;1199000;Вологда;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;137 тыс. км;0;0;0;1
Kia Cerato; 2010;648000;Москва;1.6 л (126 л.с.),;бензин,;механика,;передний,;157 тыс. км;0;1;0;0
Kia Cerato; 2019;1820000;Волгоград;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;38 тыс. км;0;1;0;0
Kia Cerato; 2007;379900;Великий Новгород;1.6 л (122 л.с.),;бензин,;механика,;передний,;180 тыс. км;0;0;0;0
Kia Cerato; 2015;957000;Красноярск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;152 тыс. км;0;1;0;0
Kia Cerato; 2013;885000;Омск;1.6 л (130 л.с.),;бензин,;механика,;передний,;172 тыс. км;0;1;0;0
Kia Cerato; 2014;1175000;Екатеринбург;1.6 л (130 л.с.),;бензин,;механика,;передний,;55 тыс. км;0;0;1;0
Kia Cerato; 2018;1500000;Ноябрьск;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;100 тыс. км;0;1;0;0
Kia Cerato; 2020;1750000;Новокузнецк;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;71 тыс. км;0;1;0;0
Kia Cerato; 2010;550000;Новокузнецк;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;250 тыс. км;0;1;0;0
Kia Cerato; 2014;997000;Москва;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;168 тыс. км;0;1;0;0
Kia Cerato; 2022;2449000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;1 тыс. км;0;1;0;0
Kia Cerato; 2022;2238900;Красноярск;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2022;2466900;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2188900;Красноярск;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2022;2880900;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2470000;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2401900;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2021;2270000;Саратов;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;52 тыс. км;0;1;0;0
Kia Cerato; 2012;839000;Екатеринбург;1.6 л (122 л.с.),;бензин,;механика,;передний,;110 тыс. км;0;0;0;1
Kia Cerato; 2020;2150000;Тверь;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;44 тыс. км;0;0;0;1
Kia Cerato; 2021;2019000;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;9 тыс. км;0;1;0;0
Kia Cerato; 2010;666000;Самара;1.6 л (126 л.с.),;бензин,;механика,;передний,;171 тыс. км;0;1;0;0
Kia Cerato; 2014;1420000;Омск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;110 тыс. км;0;0;1;0
Kia Cerato; 2022;2879900;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2019;1800000;Краснодар;1.6 л (128 л.с.),;бензин,;механика,;передний,;15 тыс. км;0;1;0;0
Kia Cerato; 2011;734999;Череповец;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;110 тыс. км;0;1;0;0
Kia Cerato; 2013;812000;Омск;1.6 л (130 л.с.),;бензин,;механика,;передний,;171 тыс. км;0;1;0;0
Kia Cerato; 2013;820000;Курган;1.6 л (126 л.с.),;бензин,;механика,;передний,;140 тыс. км;0;1;0;0
Kia Cerato; 2020;1620000;Новосибирск;1.6 л (123 л.с.),;бензин,;автомат,;передний,;33 тыс. км;0;0;0;1
Kia Cerato; 2013;809000;Кемерово;1.6 л (130 л.с.),;бензин,;механика,;передний,;125 тыс. км;0;1;0;0
Kia Cerato; 2017;1460000;Мыски;1.6 л (130 л.с.),;бензин,;механика,;передний,;75 тыс. км;0;0;1;0
Kia Cerato; 2021;2179000;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;18 тыс. км;0;1;0;0
Kia Cerato; 2017;1290000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;84 тыс. км;0;1;0;0
Kia Cerato; 2022;2269900;Красноярск;1.6 л (128 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2019;1640000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;48 тыс. км;0;0;0;1
Kia Cerato; 2018;1330000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;131 тыс. км;0;0;0;1
Kia Cerato; 2018;1529000;Сургут;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;110 тыс. км;0;0;0;1
Kia Cerato; 2021;2249000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;10 тыс. км;0;1;0;0
Kia Cerato; 2019;1650000;Омск;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;40 тыс. км;0;1;0;0
Kia Cerato; 2022;2549900;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2529900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2529900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2529900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2529900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2384900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2384900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2384900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2384900;Подольск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2020;1650000;Минеральные Воды;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;95 тыс. км;0;1;0;0
Kia Cerato; 2021;2350000;Минеральные Воды;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;52 тыс. км;0;0;1;0
Kia Cerato; 2022;2770000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2869900;Орехово-Зуево;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2018;1255000;Санкт-Петербург;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;79 тыс. км;0;1;0;0
Kia Cerato; 2022;2780000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2014;735999;Кемерово;1.6 л (130 л.с.),;бензин,;механика,;передний,;173 тыс. км;0;0;0;0
Kia Cerato; 2018;1590000;Челябинск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;99 тыс. км;0;0;0;1
Kia Cerato; 2022;2289000;Минеральные Воды;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;1;0;0
Kia Cerato; 2021;2099000;Казань;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;36 тыс. км;0;1;0;0
Kia Cerato; 2019;1680000;Калининград;1.6 л (128 л.с.),;бензин,;механика,;передний,;63 тыс. км;0;1;0;0
Kia Cerato; 2017;1400000;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;88 тыс. км;0;1;0;0
Kia Cerato; 2019;1665000;Пермь;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;70 тыс. км;0;0;0;1
Kia Cerato; 2012;510000;Тула;1.6 л (126 л.с.),;бензин,;механика,;передний,;197 тыс. км;0;0;0;0
Kia Cerato; 2018;1450000;Хабаровск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;97 тыс. км;0;1;0;0
Kia Cerato; 2020;1850000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;7 тыс. км;0;1;0;0
Kia Cerato; 2017;1130000;Краснодар;1.6 л (130 л.с.),;бензин,;механика,;передний,;101 тыс. км;0;1;0;0
Kia Cerato; 2019;1415000;Магнитогорск;1.6 л (127 л.с.),;бензин,;автомат,;передний,;89 тыс. км;0;0;0;1
Kia Cerato; 2019;1450000;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;96 тыс. км;0;1;0;0
Kia Cerato; 2011;845000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;126 тыс. км;0;1;0;0
Kia Cerato; 2020;1949990;Нижний Новгород;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;53 тыс. км;0;0;0;1
Kia Cerato; 2021;1972412;Казань;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;46 тыс. км;0;1;0;0
Kia Cerato; 2007;379000;Нефтекамск;1.6 л (122 л.с.),;бензин,;АКПП,;передний,;253 тыс. км;0;1;0;0
Kia Cerato; 2012;830000;Новокузнецк;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;147 тыс. км;0;0;1;0
Kia Cerato; 2017;1650000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;85 тыс. км;0;0;1;0
Kia Cerato; 2019;1750000;Симферополь;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;77 тыс. км;0;1;0;0
Kia Cerato; 2021;2000000;Горно-Алтайск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;25 тыс. км;0;1;0;0
Kia Cerato; 2012;685000;Кемерово;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;185 тыс. км;0;1;0;0
Kia Cerato; 2011;730000;Ачинск;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;257 тыс. км;0;1;0;0
Kia Cerato; 2022;2094900;Санкт-Петербург;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2013;970000;Сургут;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;137 тыс. км;0;1;0;0
Kia Cerato; 2018;1500000;Томск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;80 тыс. км;0;1;0;0
Kia Cerato; 2022;2184900;Москва;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2022;2790000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2048900;Санкт-Петербург;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2022;2044800;Санкт-Петербург;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2022;2536120;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2453380;Москва;1.6 л (128 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2525383;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2020;1800000;Симферополь;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;13 тыс. км;0;1;0;0
Kia Cerato; 2015;900000;Петропавловск-Камчатский;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;57 тыс. км;0;0;0;0
Kia Cerato; 2022;1994900;Москва;1.6 л (128 л.с.),;бензин,;механика,;передний;0;1;0;0;0
Kia Cerato; 2011;799000;Ростов-на-Дону;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;193 тыс. км;0;0;1;0
Kia Cerato; 2013;955000;Шахты;1.6 л (130 л.с.),;бензин,;механика,;передний;0;0;1;0;0
Kia Cerato; 2006;385000;Варна;1.6 л (105 л.с.),;бензин,;механика,;передний,;235 тыс. км;0;1;0;0
Kia Cerato; 2017;1198000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;126 тыс. км;0;1;0;0
Kia Cerato; 2006;369000;Борисоглебск;1.5 л (102 л.с.),;дизель,;механика,;передний,;126 тыс. км;0;1;0;0
Kia Cerato; 2019;1634000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;50 тыс. км;0;0;0;1
Kia Cerato; 2011;950000;Симферополь;2.0 л (156 л.с.),;бензин,;автомат,;передний,;148 тыс. км;0;0;1;0
Kia Cerato; 2019;1499000;Сургут;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;25 тыс. км;0;1;0;0
Kia Cerato; 2009;615000;Собинка;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;250 тыс. км;0;1;0;0
Kia Cerato; 2021;1989000;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;24 тыс. км;0;1;0;0
Kia Cerato; 2022;2425000;Барнаул;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;0;0;0;0
Kia Cerato; 2010;550000;Кунгур;1.6 л (126 л.с.),;бензин,;механика,;передний,;260 тыс. км;0;1;0;0
Kia Cerato; 2018;1200000;Новокузнецк;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;78 тыс. км;0;0;0;0
Kia Cerato; 2010;560000;Челябинск;1.6 л (126 л.с.),;бензин,;механика,;передний,;235 тыс. км;0;1;0;0
Kia Cerato; 2018;1160000;Новосибирск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;95 тыс. км;0;0;0;0
Kia Cerato; 2020;1945000;Тюмень;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;45 тыс. км;0;0;0;1
Kia Cerato; 2022;2599900;Новосибирск;1.6 л (128 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2104900;Нижневартовск;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;0;0;0
Kia Cerato; 2021;1949000;Челябинск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;28 тыс. км;0;1;0;0
Kia Cerato; 2015;1150000;Тюмень;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;108 тыс. км;0;0;1;0
Kia Cerato; 2010;720000;Севастополь;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;140 тыс. км;0;1;0;0
Kia Cerato; 2012;690000;Северск;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;190 тыс. км;0;1;0;0
Kia Cerato; 2019;1843000;Волгоград;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;40 тыс. км;0;1;0;0
Kia Cerato; 2021;1900000;Новосибирск;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;34 тыс. км;0;1;0;0
Kia Cerato; 2019;1550000;Уфа;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;20 тыс. км;0;1;0;0
Kia Cerato; 2022;2500000;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2007;549900;Сальск;1.6 л (122 л.с.),;бензин,;механика,;передний,;250 тыс. км;0;0;1;0
Kia Cerato; 2022;2437000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;1;0;0
Kia Cerato; 2022;2337000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;< 1 тыс. км;0;1;0;0
Kia Cerato; 2021;1847000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;26 тыс. км;0;1;0;0
Kia Cerato; 2022;2359000;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;2 тыс. км;0;1;0;0
Kia Cerato; 2022;2469900;Белгород;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2006;379000;Омск;1.6 л (105 л.с.),;бензин,;механика,;передний,;144 тыс. км;0;1;0;0
Kia Cerato; 2015;860000;Благовещенск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;107 тыс. км;0;0;0;0
Kia Cerato; 2007;380000;Краснодар;1.6 л (122 л.с.),;бензин,;механика,;передний,;208 тыс. км;0;1;0;0
Kia Cerato; 2013;700000;Хабаровск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;109 тыс. км;0;0;0;0
Kia Cerato; 2009;690000;Астрахань;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;188 тыс. км;0;1;0;0
Kia Cerato; 2014;1080000;Ангарск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;134 тыс. км;0;1;0;0
Kia Cerato; 2012;720000;Тюмень;1.6 л (126 л.с.),;бензин,;механика,;передний,;162 тыс. км;0;1;0;0
Kia Cerato; 2018;1940000;Ноябрьск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;42 тыс. км;0;0;1;0
Kia Cerato; 2016;1130000;Юрга;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;100 тыс. км;0;1;0;0
Kia Cerato; 2019;1845600;Тамбов;1.6 л (128 л.с.),;бензин,;механика,;передний,;43 тыс. км;0;0;1;0
Kia Cerato; 2021;2700000;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;6 тыс. км;0;0;1;0
Kia Cerato; 2022;2979900;Омск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2021;1950000;Новосибирск;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;17 тыс. км;0;1;0;0
Kia Cerato; 2017;1370000;Красноярск;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;78 тыс. км;0;1;0;0
Kia Cerato; 2022;2839900;Новосибирск;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2015;999000;Абакан;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;96 тыс. км;0;1;0;0
Kia Cerato; 2018;1500000;Минеральные Воды;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;132 тыс. км;0;0;0;1
Kia Cerato; 2012;680000;Томск;1.6 л (126 л.с.),;бензин,;АКПП,;передний,;150 тыс. км;0;1;0;0
Kia Cerato; 2020;1815000;Екатеринбург;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;33 тыс. км;0;0;0;1
Kia Cerato; 2022;2384900;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2019;1280000;Санкт-Петербург;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;78 тыс. км;0;1;0;0
Kia Cerato; 2022;2529900;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2104900;Санкт-Петербург;1.6 л (128 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2700000;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2643107;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2021;2603406;Санкт-Петербург;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2022;2500000;Москва;2.0 л (150 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
Kia Cerato; 2019;1619000;Ульяновск;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;70 тыс. км;0;0;1;0
Kia Cerato; 2006;370000;Краснодар;1.6 л (105 л.с.),;бензин,;механика,;передний,;260 тыс. км;0;1;0;0
Kia Cerato; 2016;1200000;Краснодар;2.0 л (150 л.с.),;бензин,;АКПП,;передний,;151 тыс. км;0;1;0;0
Kia Cerato; 2019;1286000;Нижний Новгород;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;74 тыс. км;0;1;0;0
Kia Cerato; 2016;1150000;Омск;1.6 л (130 л.с.),;бензин,;механика,;передний,;170 тыс. км;0;1;0;0
Kia Cerato; 2006;295000;Ялта;1.6 л (105 л.с.),;бензин,;механика,;передний,;180 тыс. км;0;0;0;0
Kia Cerato; 2021;1870000;Ростов-на-Дону;1.6 л (128 л.с.),;бензин,;АКПП,;передний,;49 тыс. км;0;1;0;0
Kia Cerato; 2013;750000;Курган;1.6 л (130 л.с.),;бензин,;АКПП,;передний,;130 тыс. км;0;0;0;0
Kia Cerato; 2022;2513595;Москва;1.6 л (128 л.с.),;бензин,;АКПП,;передний;0;1;0;0;0
