,name,year,price,place,liters,engine,transmission,drivetrain,mileage,new,hp,body_type
83,Kia Rio,2020,1440000,Иркутск,1.6,petrol,automatic,front_wheel,32000,0,123,sedan
84,Kia Rio,2013,620000,Иркутск,1.4,petrol,mechanic,front_wheel,206000,0,107,sedan
85,Kia Rio,2014,650000,Кунашак,1.4,petrol,mechanic,front_wheel,264000,0,107,sedan
86,Kia Rio,2018,580000,Екатеринбург,1.6,petrol,mechanic,front_wheel,45000,0,123,sedan
87,Kia Rio,2010,399000,Сургут,1.4,petrol,mechanic,front_wheel,195000,0,95,sedan
88,Kia Rio,2019,975000,Иркутск,1.4,petrol,automatic,front_wheel,84000,0,100,sedan
89,Kia Rio,2020,1430000,Тюмень,1.6,petrol,automatic,front_wheel,80000,0,123,sedan
90,Kia Rio,2020,1440000,Талица,1.6,petrol,automatic,front_wheel,22000,0,123,sedan
91,Kia Rio,2015,829000,Омск,1.6,petrol,mechanic,front_wheel,88000,0,123,sedan
92,Kia Rio,2014,749000,Омск,1.4,petrol,automatic,front_wheel,98000,0,107,sedan
93,Kia Rio,2013,779000,Омск,1.6,petrol,mechanic,front_wheel,138000,0,123,sedan
94,Kia Rio,2019,900000,Иркутск,1.4,petrol,mechanic,front_wheel,107000,0,100,sedan
95,Kia Rio,2014,719000,Тула,1.4,petrol,mechanic,front_wheel,142000,0,107,sedan
96,Kia Rio,2013,650000,Славянск-На-Кубани,1.6,petrol,automatic,front_wheel,148133,0,123,sedan
97,Kia Rio,2012,695000,Ярославль,1.6,petrol,mechanic,front_wheel,123000,0,123,sedan
98,Kia Rio,2015,440000,Тюмень,1.4,petrol,mechanic,front_wheel,300000,0,107,sedan
99,Kia Rio,2014,810000,Бийск,1.6,petrol,automatic,front_wheel,96000,0,123,sedan
100,Kia Rio,2020,1400000,Томск,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
101,Kia Rio,2012,799000,Астрахань,1.6,petrol,automatic,front_wheel,123000,0,123,sedan
102,Kia Rio,2020,1490000,Новосибирск,1.6,petrol,automatic,front_wheel,20000,0,123,sedan
103,Kia Rio,2019,1190000,Назарово,1.6,petrol,automatic,front_wheel,77000,0,123,sedan
104,Kia Rio,2011,699000,Новосибирск,1.6,petrol,automatic,front_wheel,148000,0,123,sedan
105,Kia Rio,2017,955000,Алушта,1.6,petrol,automatic,front_wheel,120000,0,123,sedan
106,Kia Rio,2020,1687000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,39000,0,123,sedan
107,Kia Rio,2019,935000,Новосибирск,1.4,petrol,automatic,front_wheel,89000,0,100,sedan
108,Kia Rio,2019,949000,Новосибирск,1.4,petrol,automatic,front_wheel,86000,0,100,sedan
109,Kia Rio,2019,950000,Новосибирск,1.4,petrol,automatic,front_wheel,93000,0,100,sedan
110,Kia Rio,2015,825000,Хабаровск,1.6,petrol,automatic,front_wheel,131000,0,123,sedan
111,Kia Rio,2020,1299000,Тюмень,1.4,petrol,automatic,front_wheel,150000,0,100,sedan
112,Kia Rio,2021,1450000,Красноярск,1.6,petrol,automatic,front_wheel,22000,0,123,sedan
113,Kia Rio,2019,1150000,Омск,1.6,petrol,automatic,front_wheel,71000,0,123,sedan
114,Kia Rio,2019,730000,Новосибирск,1.4,petrol,automatic,front_wheel,260000,0,100,sedan
115,Kia Rio,2010,510000,Голышманово,1.4,petrol,mechanic,front_wheel,160000,0,95,sedan
116,Kia Rio,2011,598000,Омск,1.4,petrol,automatic,front_wheel,121000,0,95,sedan
117,Kia Rio,2015,820000,Красноярск,1.6,petrol,automatic,front_wheel,116000,0,123,sedan
118,Kia Rio,2016,990000,Киров,1.6,petrol,mechanic,front_wheel,79000,0,123,sedan
119,Kia Rio,2004,233000,Самара,1.5,petrol,mechanic,front_wheel,270000,0,97,sedan
120,Kia Rio,2021,1750000,Сургут,1.6,petrol,automatic,front_wheel,18000,0,123,sedan
121,Kia Rio,2010,515000,Новосибирск,1.4,petrol,automatic,front_wheel,178000,0,95,sedan
122,Kia Rio,2012,645000,Новосибирск,1.6,petrol,automatic,front_wheel,290000,0,123,sedan
123,Kia Rio,2020,1297000,Кемерово,1.6,petrol,automatic,front_wheel,38000,0,123,sedan
124,Kia Rio,2017,959000,Красноярск,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
125,Kia Rio,2017,600000,Кемерово,1.6,petrol,mechanic,front_wheel,130000,0,123,sedan
126,Kia Rio,2020,1619000,Сургут,1.6,petrol,automatic,front_wheel,20000,0,123,sedan
127,Kia Rio,2019,1100000,Новосибирск,1.6,petrol,mechanic,front_wheel,89000,0,123,sedan
128,Kia Rio,2018,1240000,Дивногорск,1.6,petrol,automatic,front_wheel,102000,0,123,sedan
129,Kia Rio,2020,1170000,Новокузнецк,1.4,petrol,automatic,front_wheel,43000,0,100,sedan
130,Kia Rio,2017,1350000,Владивосток,1.6,petrol,automatic,front_wheel,65000,0,123,sedan
131,Kia Rio,2020,1447000,Евпатория,1.6,petrol,automatic,front_wheel,29000,0,123,sedan
132,Kia Rio,2010,429000,Сургут,1.4,petrol,mechanic,front_wheel,160000,0,95,sedan
133,Kia Rio,2018,1098000,Нижневартовск,1.6,petrol,mechanic,front_wheel,117000,0,123,sedan
134,Kia Rio,2022,2209900,Новосибирск,1.6,petrol,automatic,front_wheel,0,1,123,sedan
135,Kia Rio,2012,510000,Железногорск,1.4,petrol,mechanic,front_wheel,171000,0,107,sedan
136,Kia Rio,2017,995000,Новосибирск,1.6,petrol,automatic,front_wheel,59000,0,123,sedan
137,Kia Rio,2013,780000,Новосибирск,1.6,petrol,automatic,front_wheel,64000,0,123,sedan
138,Kia Rio,2017,1020000,Кутулик,1.6,petrol,automatic,front_wheel,110000,0,123,sedan
139,Kia Rio,2016,779000,Челябинск,1.6,petrol,automatic,front_wheel,162000,0,123,sedan
140,Kia Rio,2013,679000,Новосибирск,1.4,petrol,automatic,front_wheel,115000,0,107,sedan
141,Kia Rio,2017,985000,Новосибирск,1.6,petrol,automatic,front_wheel,95000,0,123,sedan
142,Kia Rio,2019,950000,Новосибирск,1.6,petrol,automatic,front_wheel,88000,0,123,sedan
143,Kia Rio,2019,965000,Новосибирск,1.4,petrol,automatic,front_wheel,90000,0,100,sedan
144,Kia Rio,2019,945000,Новосибирск,1.4,petrol,automatic,front_wheel,80000,0,100,sedan
145,Kia Rio,2019,950000,Новосибирск,1.4,petrol,automatic,front_wheel,87000,0,100,sedan
146,Kia Rio,2019,985000,Новосибирск,1.4,petrol,automatic,front_wheel,64000,0,100,sedan
147,Kia Rio,2019,1172000,Тюмень,1.6,petrol,automatic,front_wheel,104000,0,123,sedan
148,Kia Rio,2016,950000,Москва,1.6,petrol,automatic,front_wheel,74000,0,123,sedan
149,Kia Rio,2019,965000,Новосибирск,1.4,petrol,automatic,front_wheel,99000,0,100,sedan
150,Kia Rio,2017,700000,Тобольск,1.4,petrol,automatic,front_wheel,210000,0,107,sedan
151,Kia Rio,2012,599000,Новокузнецк,1.6,petrol,mechanic,front_wheel,156000,0,123,sedan
152,Kia Rio,2020,1297000,Красноярск,1.6,petrol,automatic,front_wheel,49000,0,123,sedan
153,Kia Rio,2020,1199000,Ставрополь,1.6,petrol,automatic,front_wheel,46000,0,123,sedan
154,Kia Rio,2020,1440000,Барнаул,1.6,petrol,automatic,front_wheel,48000,0,123,sedan
155,Kia Rio,2007,450000,Подольск,1.4,petrol,mechanic,front_wheel,196000,0,97,sedan
157,Kia Rio,2017,1189000,Ростов-на-Дону,1.6,petrol,automatic,front_wheel,114000,0,123,sedan
158,Kia Rio,2017,1159000,Барнаул,1.6,petrol,automatic,front_wheel,78000,0,123,sedan
159,Kia Rio,2016,915000,Нижневартовск,1.6,petrol,mechanic,front_wheel,76000,0,123,sedan
160,Kia Rio,2021,1570000,Томск,1.6,petrol,automatic,front_wheel,30000,0,123,sedan
161,Kia Rio,2015,808000,Красноярск,1.6,petrol,automatic,front_wheel,126000,0,123,sedan
162,Kia Rio,2021,1950000,Минеральные Воды,1.6,petrol,automatic,front_wheel,26000,0,123,sedan
163,Kia Rio,2012,550000,Большой Камень,1.4,petrol,automatic,front_wheel,210000,0,107,sedan
164,Kia Rio,2017,760000,Иркутск,1.6,petrol,automatic,front_wheel,199000,0,123,sedan
165,Kia Rio,2018,925000,Новокузнецк,1.6,petrol,mechanic,front_wheel,74000,0,123,sedan
166,Kia Rio,2014,790000,Архангельск,1.4,petrol,mechanic,front_wheel,160000,0,107,sedan
167,Kia Rio,2017,1327000,Москва,1.6,petrol,automatic,front_wheel,81000,0,123,sedan
168,Kia Rio,2021,1660000,Москва,1.6,petrol,automatic,front_wheel,10000,0,123,sedan
169,Kia Rio,2020,1519000,Екатеринбург,1.6,petrol,automatic,front_wheel,64000,0,123,sedan
170,Kia Rio,2020,1275000,Краснодар,1.6,petrol,automatic,front_wheel,52000,0,123,sedan
171,Kia Rio,2019,1249000,Вологда,1.6,petrol,automatic,front_wheel,29000,0,123,sedan
172,Kia Rio,2018,1020000,Москва,1.6,petrol,automatic,front_wheel,178000,0,123,sedan
173,Kia Rio,2021,1549000,Воронеж,1.6,petrol,automatic,front_wheel,9000,0,123,sedan
174,Kia Rio,2021,1700000,Симферополь,1.6,petrol,automatic,front_wheel,20000,0,123,sedan
175,Kia Rio,2010,450000,Москва,1.4,petrol,automatic,front_wheel,190000,0,95,sedan
176,Kia Rio,2013,775000,Томск,1.6,petrol,automatic,front_wheel,156000,0,123,sedan
177,Kia Rio,2009,435000,Челябинск,1.4,petrol,mechanic,front_wheel,201000,0,97,sedan
178,Kia Rio,2022,1750000,Сургут,1.6,petrol,automatic,front_wheel,6000,0,123,sedan
179,Kia Rio,2016,665000,Симферополь,1.6,petrol,automatic,front_wheel,220000,0,123,sedan
180,Kia Rio,2019,1310000,Москва,1.4,petrol,automatic,front_wheel,113000,0,100,sedan
181,Kia Rio,2021,2099000,Ставрополь,1.6,petrol,automatic,front_wheel,1000,0,123,sedan
182,Kia Rio,2019,1310000,Москва,1.4,petrol,automatic,front_wheel,109000,0,100,sedan
183,Kia Rio,2016,840000,Воронеж,1.6,petrol,mechanic,front_wheel,107000,0,123,sedan
184,Kia Rio,2020,1475000,Воронеж,1.6,petrol,automatic,front_wheel,34000,0,123,sedan
185,Kia Rio,2020,1449000,Воронеж,1.6,petrol,automatic,front_wheel,39000,0,123,sedan
186,Kia Rio,2018,1202528,Казань,1.6,petrol,automatic,front_wheel,55000,0,123,sedan
187,Kia Rio,2017,1029900,Ростов-на-Дону,1.6,petrol,mechanic,front_wheel,112000,0,123,sedan
188,Kia Rio,2015,755000,Ульяновск,1.4,petrol,mechanic,front_wheel,148000,0,107,sedan
189,Kia Rio,2014,720000,Москва,1.6,petrol,mechanic,front_wheel,255000,0,123,sedan
190,Kia Rio,2018,1120000,Волгоград,1.6,petrol,automatic,front_wheel,74000,0,123,sedan
191,Kia Rio,2021,1445000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,14000,0,123,sedan
192,Kia Rio,2016,899000,Волгоград,1.6,petrol,automatic,front_wheel,93000,0,123,sedan
193,Kia Rio,2017,765000,Оренбург,1.4,petrol,mechanic,front_wheel,110000,0,100,sedan
194,Kia Rio,2012,620000,Ростов-на-Дону,1.6,petrol,mechanic,front_wheel,141000,0,123,sedan
195,Kia Rio,2012,589000,Мончегорск,1.6,petrol,automatic,front_wheel,167000,0,123,sedan
196,Kia Rio,2021,1759990,Нижний Новгород,1.6,petrol,automatic,front_wheel,18000,0,123,sedan
197,Kia Rio,2017,709000,Казань,1.6,petrol,mechanic,front_wheel,160000,0,123,sedan
198,Kia Rio,2014,735000,Новосибирск,1.4,petrol,automatic,front_wheel,158000,0,107,sedan
199,Kia Rio,2018,1230000,Новокузнецк,1.6,petrol,automatic,front_wheel,95000,0,123,sedan
200,Kia Rio,2020,1750000,Барнаул,1.6,petrol,automatic,front_wheel,15000,0,123,sedan
201,Kia Rio,2007,375000,Пермь,1.4,petrol,mechanic,front_wheel,204000,0,97,sedan
202,Kia Rio,2019,1700000,Сургут,1.6,petrol,automatic,front_wheel,25000,0,123,sedan
203,Kia Rio,2012,620000,Тюмень,1.6,petrol,mechanic,front_wheel,138000,0,123,sedan
204,Kia Rio,2016,950000,Железногорск,1.6,petrol,automatic,front_wheel,73000,0,123,sedan
205,Kia Rio,2012,599000,Новокузнецк,1.4,petrol,mechanic,front_wheel,86000,0,107,sedan
206,Kia Rio,2015,800000,Ставрополь,1.6,petrol,mechanic,front_wheel,92000,0,123,sedan
207,Kia Rio,2021,1869000,Саратов,1.6,petrol,automatic,front_wheel,27000,0,123,sedan
208,Kia Rio,2018,808000,Иркутск,1.4,petrol,automatic,front_wheel,100000,0,100,sedan
209,Kia Rio,2013,600000,Барнаул,1.4,petrol,mechanic,front_wheel,206000,0,107,sedan
210,Kia Rio,2017,950000,Ижевск,1.6,petrol,automatic,front_wheel,90000,0,123,sedan
211,Kia Rio,2012,780000,Тюмень,1.6,petrol,mechanic,front_wheel,62000,0,123,sedan
212,Kia Rio,2013,650000,Кемерово,1.6,petrol,mechanic,front_wheel,171000,0,123,sedan
213,Kia Rio,2018,1300000,Барнаул,1.6,petrol,automatic,front_wheel,76000,0,123,sedan
214,Kia Rio,2010,450000,Бея,1.4,petrol,mechanic,front_wheel,178000,0,95,sedan
215,Kia Rio,2019,1250000,Новокузнецк,1.6,petrol,mechanic,front_wheel,42000,0,123,sedan
216,Kia Rio,2017,1200000,Барнаул,1.6,petrol,automatic,front_wheel,82000,0,123,sedan
217,Kia Rio,2021,1700000,Новокузнецк,1.6,petrol,automatic,front_wheel,16000,0,123,sedan
218,Kia Rio,2018,1199000,Тюмень,1.4,petrol,automatic,front_wheel,65000,0,100,sedan
219,Kia Rio,2016,700000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,142000,0,123,sedan
221,Kia Rio,2019,1255000,Кировское,1.6,petrol,automatic,front_wheel,59000,0,123,sedan
222,Kia Rio,2016,800000,Кемерово,1.6,petrol,mechanic,front_wheel,114000,0,123,sedan
223,Kia Rio,2014,550000,Краснодар,1.4,petrol,mechanic,front_wheel,123000,0,107,sedan
224,Kia Rio,2014,760000,Набережные Челны,1.6,petrol,mechanic,front_wheel,154000,0,123,sedan
225,Kia Rio,2020,1550000,Зерноград,1.6,petrol,mechanic,front_wheel,28000,0,123,sedan
226,Kia Rio,2016,850000,Воронеж,1.6,petrol,automatic,front_wheel,96000,0,123,sedan
227,Kia Rio,2017,1200000,Нижневартовск,1.6,petrol,automatic,front_wheel,81000,0,123,sedan
228,Kia Rio,2017,690000,Новый Хушет,1.6,petrol,automatic,front_wheel,350000,0,123,sedan
229,Kia Rio,2019,1500000,Ставрополь,1.6,petrol,automatic,front_wheel,19000,0,123,sedan
230,Kia Rio,2022,2000000,Камызяк,1.6,petrol,automatic,front_wheel,45000,0,123,sedan
231,Kia Rio,2021,1249000,Москва,1.6,petrol,automatic,front_wheel,75000,0,123,sedan
232,Kia Rio,2013,630000,Новопокровская,1.4,petrol,mechanic,front_wheel,164000,0,107,sedan
233,Kia Rio,2007,150000,Екатеринбург,1.4,petrol,mechanic,front_wheel,310000,0,97,sedan
234,Kia Rio,2015,760000,Саранск,1.4,petrol,mechanic,front_wheel,114000,0,107,sedan
235,Kia Rio,2012,659000,Астрахань,1.6,petrol,automatic,front_wheel,135000,0,123,sedan
236,Kia Rio,2017,1099000,Москва,1.6,petrol,automatic,front_wheel,72000,0,123,sedan
237,Kia Rio,2020,1529000,Минеральные Воды,1.6,petrol,automatic,front_wheel,47000,0,123,sedan
238,Kia Rio,2013,715000,Камышлов,1.6,petrol,mechanic,front_wheel,94000,0,123,sedan
239,Kia Rio,2015,720000,Шахты,1.6,petrol,automatic,front_wheel,122919,0,123,sedan
240,Kia Rio,2010,537000,Тобольск,1.4,petrol,mechanic,front_wheel,175000,0,95,sedan
241,Kia Rio,2020,1369900,Самара,1.6,petrol,automatic,front_wheel,22000,0,123,sedan
242,Kia Rio,2011,600000,Феодосия,1.4,petrol,mechanic,front_wheel,90000,0,109,sedan
243,Kia Rio,2021,1565500,Новороссийск,1.6,petrol,automatic,front_wheel,23000,0,123,sedan
244,Kia Rio,2013,620000,Сургут,1.6,petrol,mechanic,front_wheel,236000,0,123,sedan
245,Kia Rio,2011,599000,Омск,1.4,petrol,automatic,front_wheel,170000,0,95,sedan
246,Kia Rio,2012,550000,Сургут,1.6,petrol,mechanic,front_wheel,160000,0,123,sedan
247,Kia Rio,2017,949000,Омск,1.6,petrol,automatic,front_wheel,115000,0,123,sedan
248,Kia Rio,2013,770000,Краснодар,1.6,petrol,mechanic,front_wheel,90000,0,123,sedan
249,Kia Rio,2019,960000,Новосибирск,1.6,petrol,automatic,front_wheel,115000,0,123,sedan
250,Kia Rio,2020,1319000,Сургут,1.6,petrol,mechanic,front_wheel,33000,0,123,sedan
251,Kia Rio,2013,695000,Таштагол,1.4,petrol,automatic,front_wheel,125000,0,107,sedan
252,Kia Rio,2006,529000,Кемерово,1.4,petrol,mechanic,front_wheel,164000,0,97,sedan
253,Kia Rio,2021,1475500,Краснодар,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
254,Kia Rio,2014,690000,Армавир,1.4,petrol,mechanic,front_wheel,149000,0,107,sedan
255,Kia Rio,2017,725000,Екатеринбург,1.4,petrol,automatic,front_wheel,184000,0,107,sedan
256,Kia Rio,2015,666666,Курганинск,1.6,petrol,mechanic,front_wheel,123000,0,123,sedan
257,Kia Rio,2006,295000,Череповец,1.4,petrol,mechanic,front_wheel,193000,0,97,sedan
258,Kia Rio,2018,1200000,Балабаново,1.6,petrol,automatic,front_wheel,107000,0,123,sedan
259,Kia Rio,2018,1150000,Сургут,1.6,petrol,mechanic,front_wheel,111000,0,123,sedan
260,Kia Rio,2017,899000,Тула,1.4,petrol,automatic,front_wheel,109000,0,107,sedan
261,Kia Rio,2018,919500,Краснодар,1.6,petrol,automatic,front_wheel,88000,0,123,sedan
262,Kia Rio,2021,1449500,Краснодар,1.6,petrol,automatic,front_wheel,2000,0,123,sedan
263,Kia Rio,2013,740000,Тальменка,1.6,petrol,automatic,front_wheel,170000,0,123,sedan
264,Kia Rio,2014,800000,Свободный,1.6,petrol,automatic,front_wheel,109000,0,123,sedan
265,Kia Rio,2012,705000,Вологда,1.4,petrol,automatic,front_wheel,150000,0,107,sedan
266,Kia Rio,2011,567000,Тюмень,1.4,petrol,mechanic,front_wheel,113000,0,95,sedan
267,Kia Rio,2015,875000,Ярославль,1.4,petrol,automatic,front_wheel,115000,0,107,sedan
268,Kia Rio,2017,975000,Ростов-на-Дону,1.6,petrol,automatic,front_wheel,75000,0,123,sedan
269,Kia Rio,2002,229000,Челябинск,1.5,petrol,mechanic,front_wheel,238925,0,96,sedan
270,Kia Rio,2015,970000,Пенза,1.4,petrol,automatic,front_wheel,94000,0,107,sedan
271,Kia Rio,2016,925000,Волгоград,1.6,petrol,automatic,front_wheel,125000,0,123,sedan
272,Kia Rio,2011,508000,Воронеж,1.4,petrol,automatic,front_wheel,208000,0,95,sedan
273,Kia Rio,2018,1280000,Нижневартовск,1.6,petrol,automatic,front_wheel,123000,0,123,sedan
274,Kia Rio,2013,700000,Прокопьевск,1.4,petrol,automatic,front_wheel,160000,0,107,sedan
275,Kia Rio,2010,570000,Муравленко,1.4,petrol,mechanic,front_wheel,164000,0,95,sedan
