,name,year,price,place,liters,engine,transmission,drivetrain,mileage,new,hp,body_type
1369,Kia Rio,2022,1400000,Москва,1.6,petrol,automatic,front_wheel,1000,0,123,sedan
1370,Kia Rio,2013,791000,Москва,1.6,petrol,automatic,front_wheel,113000,0,123,sedan
1371,Kia Rio,2015,830000,Симферополь,1.4,petrol,mechanic,front_wheel,95000,0,107,sedan
1372,Kia Rio,2014,730000,Томск,1.6,petrol,automatic,front_wheel,136000,0,123,sedan
1373,Kia Rio,2001,75000,Малаховка,1.5,petrol,mechanic,front_wheel,221480,0,96,sedan
1374,Kia Rio,2018,1399000,Сыктывкар,1.6,petrol,automatic,front_wheel,74000,0,123,sedan
1375,Kia Rio,2016,789000,Воронеж,1.4,petrol,mechanic,front_wheel,90000,0,107,sedan
1376,Kia Rio,2019,1149000,Кемерово,1.6,petrol,automatic,front_wheel,77000,0,123,sedan
1377,Kia Rio,2010,550000,Курган,1.4,petrol,mechanic,front_wheel,195000,0,95,sedan
1378,Kia Rio,2018,1050000,Томск,1.4,petrol,automatic,front_wheel,63000,0,100,sedan
1379,Kia Rio,2018,1200000,Волжский,1.6,petrol,mechanic,front_wheel,83000,0,123,sedan
1380,Kia Rio,2013,700000,Кемерово,1.6,petrol,automatic,front_wheel,184000,0,123,sedan
1381,Kia Rio,2021,1665000,Барнаул,1.6,petrol,automatic,front_wheel,53000,0,123,sedan
1383,Kia Rio,2017,1170000,Киселёвск,1.6,petrol,automatic,front_wheel,62000,0,123,sedan
1384,Kia Rio,2017,1278000,Москва,1.6,petrol,automatic,front_wheel,72000,0,123,sedan
1385,Kia Rio,2016,847000,Барнаул,1.6,petrol,automatic,front_wheel,151000,0,123,sedan
1386,Kia Rio,2014,795000,Ярославль,1.6,petrol,mechanic,front_wheel,148000,0,123,sedan
1387,Kia Rio,2012,600000,Горно-Алтайск,1.6,petrol,automatic,front_wheel,1000,0,123,sedan
1388,Kia Rio,2018,1297000,Ростов-на-Дону,1.6,petrol,automatic,front_wheel,66000,0,123,sedan
1389,Kia Rio,2012,620000,Кропоткин,1.6,petrol,automatic,front_wheel,180000,0,123,sedan
1390,Kia Rio,2013,645600,Магнитогорск,1.6,petrol,mechanic,front_wheel,269000,0,123,sedan
1391,Kia Rio,2019,1120000,Нижневартовск,1.6,petrol,automatic,front_wheel,128000,0,123,sedan
1392,Kia Rio,2019,1190000,Новосибирск,1.6,petrol,automatic,front_wheel,42000,0,123,sedan
1393,Kia Rio,2017,765000,Москва,1.6,petrol,mechanic,front_wheel,92000,0,123,sedan
1394,Kia Rio,2014,830000,Топки,1.6,petrol,automatic,front_wheel,165000,0,123,sedan
1395,Kia Rio,2012,730000,Волгоград,1.6,petrol,automatic,front_wheel,158000,0,123,sedan
1396,Kia Rio,2017,1010000,Усолье-Сибирское,1.6,petrol,automatic,front_wheel,77000,0,123,sedan
1397,Kia Rio,2021,1600000,Барнаул,1.6,petrol,automatic,front_wheel,69000,0,123,sedan
1398,Kia Rio,2021,1745900,Томск,1.4,petrol,mechanic,front_wheel,25429,1,100,sedan
1399,Kia Rio,2009,579999,Абакан,1.4,petrol,automatic,front_wheel,165000,0,95,sedan
1400,Kia Rio,2016,750000,Москва,1.6,petrol,automatic,front_wheel,214000,0,123,sedan
1401,Kia Rio,2013,785000,Тюмень,1.6,petrol,automatic,front_wheel,128000,0,123,sedan
1402,Kia Rio,2012,635000,Екатеринбург,1.6,petrol,mechanic,front_wheel,260000,0,123,sedan
1403,Kia Rio,2016,992000,Набережные Челны,1.6,petrol,mechanic,front_wheel,121000,0,123,sedan
1404,Kia Rio,2014,740000,Новосибирск,1.4,petrol,mechanic,front_wheel,66000,0,107,sedan
1405,Kia Rio,2018,1250000,Сочи,1.6,petrol,automatic,front_wheel,146000,0,123,sedan
1406,Kia Rio,2009,460000,Курск,1.4,petrol,mechanic,front_wheel,81000,0,95,sedan
1407,Kia Rio,2017,799000,Новокузнецк,1.6,petrol,mechanic,front_wheel,83000,0,123,sedan
1408,Kia Rio,2017,730000,Омск,1.6,petrol,mechanic,front_wheel,126000,0,123,sedan
1409,Kia Rio,2010,540000,Выселки,1.4,petrol,mechanic,front_wheel,233000,0,95,sedan
1410,Kia Rio,2019,1270000,Пенза,1.6,petrol,mechanic,front_wheel,24000,0,123,sedan
1411,Kia Rio,2019,1250000,Подольск,1.6,petrol,automatic,front_wheel,140000,0,123,sedan
1412,Kia Rio,2012,589000,Сургут,1.6,petrol,mechanic,front_wheel,154000,0,123,sedan
1413,Kia Rio,2015,790000,Тюмень,1.6,petrol,automatic,front_wheel,85000,0,123,sedan
1414,Kia Rio,2011,567000,Екатеринбург,1.4,petrol,automatic,front_wheel,201000,0,95,sedan
1415,Kia Rio,2015,859000,Омск,1.6,petrol,mechanic,front_wheel,82000,0,123,sedan
1416,Kia Rio,2021,1799990,Нижний Новгород,1.6,petrol,automatic,front_wheel,17000,0,123,sedan
1417,Kia Rio,2021,1486142,Санкт-Петербург,1.6,petrol,automatic,front_wheel,20000,0,123,sedan
1418,Kia Rio,2016,837000,Набережные Челны,1.4,petrol,mechanic,front_wheel,76000,0,107,sedan
1419,Kia Rio,2012,600000,Самара,1.4,petrol,mechanic,front_wheel,102000,0,107,sedan
1420,Kia Rio,2012,749000,Астрахань,1.6,petrol,automatic,front_wheel,173000,0,123,sedan
1421,Kia Rio,2021,1600000,Якутск,1.6,petrol,mechanic,front_wheel,1000,0,123,sedan
1422,Kia Rio,2017,1250000,Пермь,1.6,petrol,automatic,front_wheel,82000,0,123,sedan
1423,Kia Rio,2015,928000,Казань,1.6,petrol,mechanic,front_wheel,112000,0,123,sedan
1424,Kia Rio,2015,620000,Иркутск,1.4,petrol,mechanic,front_wheel,140000,0,107,sedan
1425,Kia Rio,2011,515000,Томск,1.4,petrol,mechanic,front_wheel,138000,0,95,sedan
1426,Kia Rio,2017,1010000,Магнитогорск,1.6,petrol,mechanic,front_wheel,145000,0,123,sedan
1427,Kia Rio,2019,1050000,Новокузнецк,1.6,petrol,mechanic,front_wheel,62000,0,123,sedan
1428,Kia Rio,2021,1620000,Астрахань,1.6,petrol,automatic,front_wheel,24000,0,123,sedan
1429,Kia Rio,2016,885500,Ярославль,1.6,petrol,mechanic,front_wheel,48000,0,123,sedan
1430,Kia Rio,2012,617000,Челябинск,1.4,petrol,mechanic,front_wheel,84000,0,107,sedan
1431,Kia Rio,2016,700000,Салехард,1.4,petrol,mechanic,front_wheel,1000,0,107,sedan
1432,Kia Rio,2011,600000,Новосибирск,1.4,petrol,mechanic,front_wheel,277000,0,95,sedan
1433,Kia Rio,2021,1394999,Кемерово,1.6,petrol,automatic,front_wheel,22000,0,123,sedan
1434,Kia Rio,2011,695000,Барнаул,1.4,petrol,mechanic,front_wheel,67000,0,107,sedan
1435,Kia Rio,2021,1845000,Иркутск,1.6,petrol,automatic,front_wheel,17000,0,123,sedan
1436,Kia Rio,2022,2029900,Новосибирск,1.6,petrol,mechanic,front_wheel,0,1,123,sedan
1437,Kia Rio,2013,800000,Павлово,1.4,petrol,mechanic,front_wheel,94000,0,107,sedan
1438,Kia Rio,2022,1850000,Томск,1.6,petrol,automatic,front_wheel,0,0,123,sedan
1439,Kia Rio,2020,1259999,Кемерово,1.6,petrol,mechanic,front_wheel,47000,0,123,sedan
1440,Kia Rio,2021,1330000,Новосибирск,1.6,petrol,automatic,front_wheel,41000,0,123,sedan
1441,Kia Rio,2016,870000,Братск,1.6,petrol,automatic,front_wheel,80000,0,123,sedan
1442,Kia Rio,2017,1200000,Новый Уренгой,1.6,petrol,automatic,front_wheel,124000,0,123,sedan
1443,Kia Rio,2010,499999,Абакан,1.4,petrol,mechanic,front_wheel,200000,0,95,sedan
1444,Kia Rio,2021,1750000,Москва,1.6,petrol,automatic,front_wheel,32000,0,123,sedan
1446,Kia Rio,2020,1300000,Нижний Новгород,1.6,petrol,automatic,front_wheel,138000,0,123,sedan
1447,Kia Rio,2019,1247000,Барнаул,1.6,petrol,automatic,front_wheel,36000,0,123,sedan
1448,Kia Rio,2011,764000,Вологда,1.6,petrol,automatic,front_wheel,99000,0,123,sedan
1449,Kia Rio,2009,420800,Москва,1.4,petrol,automatic,front_wheel,260000,0,97,sedan
1450,Kia Rio,2015,799000,Ижевск,1.4,petrol,mechanic,front_wheel,106000,0,107,sedan
1451,Kia Rio,2017,1277000,Воронеж,1.6,petrol,automatic,front_wheel,48000,0,123,sedan
1452,Kia Rio,2020,1300000,Волгоград,1.6,petrol,automatic,front_wheel,82000,0,123,sedan
1453,Kia Rio,2020,1245000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,76000,0,123,sedan
1454,Kia Rio,2020,1385450,Сургут,1.6,petrol,automatic,front_wheel,54000,0,123,sedan
1455,Kia Rio,2019,1231000,Екатеринбург,1.6,petrol,mechanic,front_wheel,69000,0,123,sedan
1456,Kia Rio,2012,600000,Ярославль,1.6,petrol,mechanic,front_wheel,319000,0,123,sedan
1457,Kia Rio,2016,839900,Самара,1.6,petrol,automatic,front_wheel,153000,0,123,sedan
1458,Kia Rio,2018,814000,Москва,1.6,petrol,mechanic,front_wheel,200000,0,123,sedan
1459,Kia Rio,2016,1155000,Москва,1.6,petrol,automatic,front_wheel,51000,0,123,sedan
1460,Kia Rio,2013,616000,Москва,1.6,petrol,mechanic,front_wheel,176000,0,123,sedan
1461,Kia Rio,2016,842000,Москва,1.6,petrol,automatic,front_wheel,91000,0,123,sedan
1462,Kia Rio,2017,920000,Кызыл,1.6,petrol,mechanic,front_wheel,132000,0,123,sedan
1463,Kia Rio,2011,625000,Воронеж,1.6,petrol,mechanic,front_wheel,145000,0,123,sedan
1464,Kia Rio,2016,649000,Москва,1.6,petrol,mechanic,front_wheel,265000,0,123,sedan
1465,Kia Rio,2015,927000,Челябинск,1.6,petrol,automatic,front_wheel,100000,0,123,sedan
1466,Kia Rio,2018,1460000,Москва,1.4,petrol,automatic,front_wheel,45000,0,100,sedan
1467,Kia Rio,2019,1430000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,123000,0,123,sedan
1468,Kia Rio,2019,1350000,Томск,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
1469,Kia Rio,2014,787000,Асбест,1.6,petrol,automatic,front_wheel,158000,0,123,sedan
1470,Kia Rio,2012,630000,Тобольск,1.6,petrol,mechanic,front_wheel,260000,0,123,sedan
1471,Kia Rio,2016,720000,Москва,1.6,petrol,mechanic,front_wheel,107000,0,123,sedan
1472,Kia Rio,2020,1200000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,81000,0,123,sedan
1473,Kia Rio,2020,1397770,Самара,1.6,petrol,automatic,front_wheel,46000,0,123,sedan
1474,Kia Rio,2018,950000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,129000,0,123,sedan
1476,Kia Rio,2014,700000,Волжский,1.6,petrol,mechanic,front_wheel,163000,0,123,sedan
1477,Kia Rio,2004,349000,Уфа,1.5,petrol,automatic,front_wheel,255000,0,97,sedan
1478,Kia Rio,2019,1200000,Сургут,1.6,petrol,mechanic,front_wheel,183000,0,123,sedan
1479,Kia Rio,2015,630000,Темрюк,1.4,petrol,mechanic,front_wheel,155000,0,107,sedan
1480,Kia Rio,2013,670000,Абакан,1.4,petrol,mechanic,front_wheel,115000,0,107,sedan
1481,Kia Rio,2015,740000,Новый Уренгой,1.4,petrol,mechanic,front_wheel,162000,0,107,sedan
1482,Kia Rio,2013,706000,Москва,1.6,petrol,mechanic,front_wheel,79000,0,123,sedan
1483,Kia Rio,2016,820000,Иркутск,1.6,petrol,automatic,front_wheel,96000,0,123,sedan
1484,Kia Rio,2016,830000,Таганрог,1.6,petrol,mechanic,front_wheel,145000,0,123,sedan
1485,Kia Rio,2018,1150000,Москва,1.6,petrol,automatic,front_wheel,75000,0,123,sedan
1486,Kia Rio,2012,650000,Белово,1.4,petrol,mechanic,front_wheel,173000,0,107,sedan
1487,Kia Rio,2011,560000,Ленино,1.4,petrol,mechanic,front_wheel,196000,0,107,sedan
1488,Kia Rio,2018,1300000,Новосибирск,1.6,petrol,automatic,front_wheel,84000,0,123,sedan
1489,Kia Rio,2019,1280000,Москва,1.4,petrol,automatic,front_wheel,110000,0,100,sedan
1490,Kia Rio,2019,1121000,Москва,1.4,petrol,automatic,front_wheel,102000,0,100,sedan
1491,Kia Rio,2015,950000,Новосибирск,1.6,petrol,automatic,front_wheel,57000,0,123,sedan
1492,Kia Rio,2015,774284,Казань,1.4,petrol,mechanic,front_wheel,144000,0,107,sedan
1493,Kia Rio,2015,825000,Красноярск,1.4,petrol,mechanic,front_wheel,39000,0,107,sedan
1494,Kia Rio,2016,829000,Екатеринбург,1.6,petrol,automatic,front_wheel,123000,0,123,sedan
1495,Kia Rio,2015,649900,Самара,1.4,petrol,mechanic,front_wheel,131000,0,107,sedan
1496,Kia Rio,2014,710000,Ярцево,1.4,petrol,mechanic,front_wheel,87000,0,107,sedan
1497,Kia Rio,2015,900000,Сургут,1.6,petrol,mechanic,front_wheel,122000,0,123,sedan
1498,Kia Rio,2020,1400000,Хабаровск,1.6,petrol,automatic,front_wheel,36000,0,123,sedan
1499,Kia Rio,2014,600000,Казань,1.4,petrol,mechanic,front_wheel,163000,0,107,sedan
1500,Kia Rio,2022,1861300,Москва,1.6,petrol,automatic,front_wheel,0,1,123,sedan
1501,Kia Rio,2022,2038020,Москва,1.6,petrol,automatic,front_wheel,0,1,123,sedan
1502,Kia Rio,2017,1100000,Иркутск,1.6,petrol,automatic,front_wheel,95000,0,123,sedan
1503,Kia Rio,2015,835000,Энгельс,1.6,petrol,mechanic,front_wheel,88000,0,123,sedan
1504,Kia Rio,2018,1200000,Саянск,1.6,petrol,automatic,front_wheel,60000,0,123,sedan
1505,Kia Rio,2010,430000,Томск,1.4,petrol,mechanic,front_wheel,191000,0,95,sedan
1506,Kia Rio,2019,1300000,Юрга,1.6,petrol,mechanic,front_wheel,70000,0,123,sedan
1507,Kia Rio,2005,350000,Самара,1.4,petrol,automatic,front_wheel,153000,0,97,sedan
1509,Kia Rio,2021,1595000,Ставрополь,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
1511,Kia Rio,2013,720000,Сургут,1.6,petrol,automatic,front_wheel,147000,0,123,sedan
1512,Kia Rio,2002,190000,Киров,1.5,petrol,mechanic,front_wheel,306000,0,96,sedan
1513,Kia Rio,2019,1399999,Барнаул,1.6,petrol,automatic,front_wheel,75000,0,123,sedan
1514,Kia Rio,2014,895000,Казань,1.6,petrol,automatic,front_wheel,96000,0,123,sedan
1515,Kia Rio,2019,1305000,Москва,1.4,petrol,automatic,front_wheel,102000,0,100,sedan
1516,Kia Rio,2019,1250000,Москва,1.4,petrol,automatic,front_wheel,107000,0,100,sedan
1517,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,102000,0,100,sedan
1518,Kia Rio,2019,1250000,Москва,1.4,petrol,automatic,front_wheel,112000,0,100,sedan
1519,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,108000,0,100,sedan
1520,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,108000,0,100,sedan
1521,Kia Rio,2019,1250000,Москва,1.4,petrol,automatic,front_wheel,110000,0,100,sedan
1522,Kia Rio,2019,1250000,Москва,1.4,petrol,automatic,front_wheel,107000,0,100,sedan
1523,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,101000,0,100,sedan
1524,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,107000,0,100,sedan
1525,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,103000,0,100,sedan
1526,Kia Rio,2019,1350000,Москва,1.4,petrol,automatic,front_wheel,106000,0,100,sedan
1527,Kia Rio,2015,820000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,158000,0,123,sedan
1528,Kia Rio,2012,699000,Волгоград,1.6,petrol,automatic,front_wheel,206000,0,123,sedan
1529,Kia Rio,2011,565000,Бахчисарай,1.4,petrol,mechanic,front_wheel,133000,0,97,sedan
1530,Kia Rio,2017,1075000,Сургут,1.6,petrol,mechanic,front_wheel,87000,0,123,sedan
1531,Kia Rio,2010,450000,Санкт-Петербург,1.4,petrol,mechanic,front_wheel,162000,0,97,sedan
1532,Kia Rio,2018,1272000,Тольятти,1.6,petrol,automatic,front_wheel,107000,0,123,sedan
1533,Kia Rio,2018,1260000,Чебоксары,1.6,petrol,automatic,front_wheel,66000,0,123,sedan
1534,Kia Rio,2014,760000,Сургут,1.6,petrol,mechanic,front_wheel,167000,0,123,sedan
1535,Kia Rio,2017,689000,Новомосковск,1.6,petrol,mechanic,front_wheel,175000,0,123,sedan
1536,Kia Rio,2010,600000,Москва,1.4,petrol,mechanic,front_wheel,169000,0,95,sedan
1537,Kia Rio,2011,517000,Томск,1.4,petrol,mechanic,front_wheel,86000,0,95,sedan
1538,Kia Rio,2020,1454000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,60000,0,123,sedan
1539,Kia Rio,2012,777000,Волгоград,1.4,petrol,mechanic,front_wheel,84000,0,107,sedan
1540,Kia Rio,2013,690000,Владимир,1.6,petrol,mechanic,front_wheel,155000,0,123,sedan
1541,Kia Rio,2021,1525000,Казань,1.6,petrol,automatic,front_wheel,76000,0,123,sedan
1542,Kia Rio,2012,640000,Сургут,1.6,petrol,mechanic,front_wheel,173000,0,123,sedan
1543,Kia Rio,2014,890000,Минусинск,1.6,petrol,automatic,front_wheel,74000,0,123,sedan
1544,Kia Rio,2016,537000,Троицк,1.4,petrol,automatic,front_wheel,95000,0,107,sedan
1545,Kia Rio,2013,675000,Екатеринбург,1.6,petrol,mechanic,front_wheel,139000,0,123,sedan
1546,Kia Rio,2020,1490000,Томск,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
1547,Kia Rio,2014,800000,Самара,1.4,petrol,automatic,front_wheel,91000,0,107,sedan
1548,Kia Rio,2016,839000,Москва,1.4,petrol,mechanic,front_wheel,70000,0,107,sedan
1549,Kia Rio,2019,1350000,Москва,1.6,petrol,automatic,front_wheel,87000,0,123,sedan
1550,Kia Rio,2015,759000,Екатеринбург,1.4,petrol,automatic,front_wheel,196000,0,107,sedan
1551,Kia Rio,2015,809000,Екатеринбург,1.4,petrol,mechanic,front_wheel,77000,0,107,sedan
1552,Kia Rio,2010,537000,Тюмень,1.4,petrol,automatic,front_wheel,143000,0,95,sedan
1553,Kia Rio,2011,649000,Коломна,1.4,petrol,automatic,front_wheel,135000,0,95,sedan
1554,Kia Rio,2017,1200000,Лесосибирск,1.6,petrol,mechanic,front_wheel,28000,0,123,sedan
1555,Kia Rio,2020,1399777,Санкт-Петербург,1.6,petrol,automatic,front_wheel,33000,0,123,sedan
1556,Kia Rio,2021,1550000,Челябинск,1.6,petrol,automatic,front_wheel,28000,0,123,sedan
1557,Kia Rio,2019,1130000,Екатеринбург,1.4,petrol,mechanic,front_wheel,33000,0,100,sedan
1558,Kia Rio,2014,750000,Ханты-Мансийск,1.6,petrol,mechanic,front_wheel,116000,0,123,sedan
1559,Kia Rio,2011,635000,Иваново,1.4,petrol,mechanic,front_wheel,137000,0,107,sedan
1560,Kia Rio,2012,650000,Яблоновский,1.6,petrol,mechanic,front_wheel,218000,0,123,sedan
1561,Kia Rio,2012,695000,Канск,1.6,petrol,automatic,front_wheel,95000,0,123,sedan
1562,Kia Rio,2016,970000,Тюмень,1.6,petrol,automatic,front_wheel,175000,0,123,sedan
1563,Kia Rio,2018,1250000,Красноярск,1.6,petrol,automatic,front_wheel,83000,0,123,sedan
1564,Kia Rio,2011,575000,Ставрополь,1.4,petrol,mechanic,front_wheel,160000,0,95,sedan
1565,Kia Rio,2020,1580000,Пятигорск,1.6,petrol,automatic,front_wheel,42000,0,123,sedan
1566,Kia Rio,2017,930000,Краснодар,1.6,petrol,automatic,front_wheel,101149,0,123,sedan
1567,Kia Rio,2017,1029990,Нижний Новгород,1.6,petrol,automatic,front_wheel,107000,0,123,sedan
1568,Kia Rio,2012,689990,Нижний Новгород,1.6,petrol,automatic,front_wheel,175000,0,123,sedan
1569,Kia Rio,2014,250000,Красноярск,1.4,petrol,mechanic,front_wheel,228000,0,107,sedan
1570,Kia Rio,2018,930000,Сосновоборск,1.4,petrol,automatic,front_wheel,170000,0,100,sedan
1571,Kia Rio,2021,1700000,Симферополь,1.6,petrol,automatic,front_wheel,15000,0,123,sedan
1572,Kia Rio,2013,730000,Астрахань,1.4,petrol,automatic,front_wheel,144000,0,107,sedan
1573,Kia Rio,2017,1129000,Сургут,1.6,petrol,automatic,front_wheel,73000,0,123,sedan
1574,Kia Rio,2014,845000,Екатеринбург,1.6,petrol,automatic,front_wheel,134000,0,123,sedan
1575,Kia Rio,2017,920000,Сочи,1.6,petrol,automatic,front_wheel,90000,0,123,sedan
1576,Kia Rio,2012,700000,Новосибирск,1.6,petrol,automatic,front_wheel,170000,0,123,sedan
1577,Kia Rio,2021,1760000,Красноярск,1.6,petrol,automatic,front_wheel,39000,0,123,sedan
1578,Kia Rio,2017,870000,Липецк,1.6,petrol,mechanic,front_wheel,120000,0,123,sedan
1579,Kia Rio,2013,727000,Чебоксары,1.4,petrol,automatic,front_wheel,153000,0,107,sedan
1580,Kia Rio,2015,650000,Пойковский,1.6,petrol,mechanic,front_wheel,139000,0,123,sedan
1581,Kia Rio,2021,1850000,Стерлитамак,1.6,petrol,automatic,front_wheel,19000,0,123,sedan
1582,Kia Rio,2016,800000,Екатеринбург,1.6,petrol,mechanic,front_wheel,160000,0,123,sedan
1583,Kia Rio,2021,1881000,Черногорск,1.6,petrol,automatic,front_wheel,2000,0,123,sedan
1584,Kia Rio,2019,1450000,Новосибирск,1.6,petrol,automatic,front_wheel,1000,0,123,sedan
1585,Kia Rio,2022,1780000,Барнаул,1.6,petrol,mechanic,front_wheel,0,1,123,sedan
1586,Kia Rio,2016,677860,Екатеринбург,1.4,petrol,mechanic,front_wheel,108000,0,107,sedan
1587,Kia Rio,2011,489000,Берёзовский,1.4,petrol,automatic,front_wheel,146000,0,95,sedan
1588,Kia Rio,2019,1150000,Анжеро-Судженск,1.4,petrol,mechanic,front_wheel,45000,0,100,sedan
1589,Kia Rio,2016,930000,Омутинское,1.6,petrol,automatic,front_wheel,113000,0,123,sedan
1590,Kia Rio,2020,1200000,Новосибирск,1.6,petrol,automatic,front_wheel,51000,0,123,sedan
1591,Kia Rio,2016,1090000,Омск,1.6,petrol,automatic,front_wheel,43000,0,123,sedan
1592,Kia Rio,2020,1370000,Новокузнецк,1.6,petrol,automatic,front_wheel,25000,0,123,sedan
1593,Kia Rio,2010,459000,Кемерово,1.4,petrol,mechanic,front_wheel,119000,0,95,sedan
1594,Kia Rio,2011,670000,Красноярск,1.6,petrol,automatic,front_wheel,178000,0,123,sedan
1595,Kia Rio,2015,1000000,Москва,1.6,petrol,automatic,front_wheel,47000,0,123,sedan
1596,Kia Rio,2016,550000,Новосибирск,1.4,petrol,mechanic,front_wheel,360000,0,107,sedan
1597,Kia Rio,2003,250000,Боготол,1.5,petrol,mechanic,front_wheel,186000,0,97,sedan
1598,Kia Rio,2018,1089999,Кемерово,1.6,petrol,automatic,front_wheel,118000,0,123,sedan
1599,Kia Rio,2019,1159999,Кемерово,1.6,petrol,mechanic,front_wheel,55000,0,123,sedan
1600,Kia Rio,2020,1440000,Томск,1.6,petrol,automatic,front_wheel,31000,0,123,sedan
1601,Kia Rio,2016,650000,Абакан,1.6,petrol,mechanic,front_wheel,250000,0,123,sedan
1602,Kia Rio,2017,950000,Томск,1.6,petrol,automatic,front_wheel,123000,0,123,sedan
1604,Kia Rio,2019,920000,Новосибирск,1.6,petrol,automatic,front_wheel,193000,0,123,sedan
1606,Kia Rio,2019,1495000,Ставрополь,1.6,petrol,automatic,front_wheel,36000,0,123,sedan
1607,Kia Rio,2021,1499000,Волгоград,1.6,petrol,automatic,front_wheel,46000,0,123,sedan
1608,Kia Rio,2015,845000,Минеральные Воды,1.4,petrol,mechanic,front_wheel,94000,0,107,sedan
1609,Kia Rio,2017,1178000,Реутов,1.6,petrol,automatic,front_wheel,84000,0,123,sedan
1610,Kia Rio,2019,1225000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,53000,0,123,sedan
1611,Kia Rio,2020,1392580,Санкт-Петербург,1.6,petrol,automatic,front_wheel,50000,0,123,sedan
1612,Kia Rio,2020,1705000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,22000,0,123,sedan
1613,Kia Rio,2021,1550000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,30000,0,123,sedan
1614,Kia Rio,2018,1100000,Жуковский,1.6,petrol,automatic,front_wheel,62000,0,123,sedan
1615,Kia Rio,2018,1100000,Санкт-Петербург,1.6,petrol,automatic,front_wheel,78000,0,123,sedan
1616,Kia Rio,2018,1300000,Челябинск,1.4,petrol,automatic,front_wheel,98000,0,100,sedan
1617,Kia Rio,2009,455000,Рязань,1.4,petrol,automatic,front_wheel,158000,0,97,sedan
1618,Kia Rio,2011,570000,Ханты-Мансийск,1.4,petrol,mechanic,front_wheel,179000,0,97,sedan
1619,Kia Rio,2020,1800000,Михнево,1.6,petrol,automatic,front_wheel,18000,0,123,sedan
1620,Kia Rio,2018,1100000,Москва,1.6,petrol,automatic,front_wheel,59000,0,123,sedan
1621,Kia Rio,2014,730000,Промышленная,1.6,petrol,mechanic,front_wheel,182000,0,123,sedan
1622,Kia Rio,2015,935000,Челябинск,1.6,petrol,automatic,front_wheel,142000,0,123,sedan
1623,Kia Rio,2021,1710000,Тюмень,1.6,petrol,automatic,front_wheel,13000,0,123,sedan
1624,Kia Rio,2016,930000,Кривошеино,1.6,petrol,automatic,front_wheel,77000,0,123,sedan
1625,Kia Rio,2009,429000,Санкт-Петербург,1.4,petrol,automatic,front_wheel,161000,0,97,sedan
1626,Kia Rio,2013,820000,Краснодар,1.6,petrol,automatic,front_wheel,115000,0,123,sedan
1627,Kia Rio,2021,1820000,Новосибирск,1.6,petrol,automatic,front_wheel,25000,0,123,sedan
1628,Kia Rio,2019,1239000,Саратов,1.6,petrol,automatic,front_wheel,96000,0,123,sedan
1629,Kia Rio,2015,750000,Краснодар,1.6,petrol,mechanic,front_wheel,98000,0,123,sedan
1630,Kia Rio,2013,800000,Барнаул,1.6,petrol,automatic,front_wheel,200000,0,123,sedan
1631,Kia Rio,2012,660000,Камышин,1.6,petrol,automatic,front_wheel,150000,0,123,sedan
1632,Kia Rio,2017,1100000,Тюмень,1.6,petrol,automatic,front_wheel,89000,0,123,sedan
1633,Kia Rio,2020,1300000,Новокуйбышевск,1.6,petrol,mechanic,front_wheel,30000,0,123,sedan
1634,Kia Rio,2018,1086000,Челябинск,1.6,petrol,mechanic,front_wheel,75000,0,123,sedan
1635,Kia Rio,2011,620000,Омск,1.4,petrol,mechanic,front_wheel,134000,0,95,sedan
1636,Kia Rio,2012,720000,Новосибирск,1.6,petrol,mechanic,front_wheel,150000,0,123,sedan
1637,Kia Rio,2014,740000,Санкт-Петербург,1.4,petrol,automatic,front_wheel,125000,0,107,sedan
1638,Kia Rio,2004,140000,Москва,1.5,petrol,automatic,front_wheel,250000,0,95,sedan
1639,Kia Rio,2013,599000,Красноярск,1.6,petrol,mechanic,front_wheel,200000,0,123,sedan
1640,Kia Rio,2012,529000,Шадринск,1.6,petrol,mechanic,front_wheel,187000,0,123,sedan
1641,Kia Rio,2010,500000,Москва,1.4,petrol,mechanic,front_wheel,260000,0,95,sedan
1642,Kia Rio,2012,550000,Якутск,1.6,petrol,automatic,front_wheel,190000,0,123,sedan
1643,Kia Rio,2017,1300000,Уфа,1.6,petrol,automatic,front_wheel,44000,0,123,sedan
1644,Kia Rio,2017,950000,Томск,1.6,petrol,automatic,front_wheel,27000,0,123,sedan
